,Player,Year,Pos,Team,BaseSalary,SigningBonus,Cap Hit,Salary%
3397,Stanford Routt,2012,CB,HOU,"$825,000",$0,"$154,688",0.001
3398,Brian Hoyer,2012,QB,ARI,"$615,000",$0,"$153,750",0.001
3399,Marshall McFadden,2012,ILB,PIT,"$390,000",$0,"$146,250",0.001
3400,Jordan Todman,2012,RB,JAX,"$141,176",$0,"$141,176",0.001
3401,De'Andre Presley,2012,WR,MIA,"$137,506",$0,"$137,506",0.001
3402,Tyrone Culver,2012,S,MIA,"$700,000",$0,"$131,250",0.001
3403,Antwaun Molden,2012,CB,JAX,"$700,000",$0,"$131,250",0.001
3404,Jacob Hester,2012,RB,DEN,"$700,000",$0,"$131,250",0.001
3405,Leon Williams,2012,LB,KC,"$700,000",$0,"$131,250",0.001
3406,Andre Fluellen,2012,DT,DET,"$700,000",$0,"$123,530",0.001
3407,Greg Van Roten,2012,G,GB,"$121,875",$0,"$121,875",0.001
3408,Deion Branch,2012,WR,NE,"$925,000",$0,"$115,625",0.001
3409,Ryan Torain,2012,RB,NYG,"$615,000",$0,"$115,313",0.001
3410,Deon Butler,2012,WR,SEA,"$615,000",$0,"$108,530",0.001
3411,Josh Brown,2012,K,CIN,"$825,000",$0,"$103,125",0.001
3412,Kaelin Burnett,2012,OLB,LV/OAK,"$390,000",$0,"$97,500",0.001
3413,Tom Compton,2012,T,WAS,"$91,764",$0,"$91,764",0.001
3414,Steve Schilling,2012,G,LAC/SD,"$465,000",$0,"$87,188",0.001
3415,Shaun Chapas,2012,TE,DET,"$465,000",$0,"$82,059",0.001
3416,Ricky Henry,2012,G,NO,"$465,000",$0,"$82,059",0.001
3417,Dan Herron,2012,RB,CIN,"$73,125",$0,"$73,125",0.001
3418,Darrion Weems,2012,RT,DAL,"$390,000",$0,"$73,125",0.001
3419,Toney Clemons,2012,WR,JAX,"$390,000",$0,"$73,125",0.001
3420,Jamize Olawale,2012,FB,LV/OAK,"$390,000",$0,"$73,125",0.001
3421,Josh Bellamy,2012,WR,KC,"$390,000",$0,"$73,125",0.001
3422,Austin Pasztor,2012,T,JAX,"$390,000",$0,"$68,824",0.001
3423,Emil Igwenagu,2012,TE,PHI,"$68,823",$0,"$68,823",0.001
3424,Chris Scott,2012,G,BUF,"$67,500",$0,"$67,500",0.001
3425,Chimdi Chekwa,2012,CB,LV/OAK,"$465,000",$0,"$58,125",0.001
3426,Brad Smelley,2012,TE,CLE,"$390,000",$0,"$48,750",0.0
3427,Jamell Fleming,2012,S,ARI,"$45,882",$0,"$45,882",0.0
3428,Eddie Pleasant,2012,FS,HOU,"$390,000",$0,"$22,942",0.0
3429,Brett Brackett,2012,TE,JAX,"$22,941",$0,"$22,941",0.0
3430,Kevin Hughes,2012,T,LAR/STL,$0,"$3,334","$3,334",0.0
3431,Andrew McDonald,2012,RT,MIA,"$1,500",$0,"$1,500",0.0
3432,Eli Manning,2013,QB,NYG,"$13,000,000","$2,600,000","$20,850,000",0.167
3433,Matthew Stafford,2013,QB,DET,"$4,000,000","$5,500,000","$17,820,000",0.145
3434,Peyton Manning,2013,QB,DEN,"$15,000,000",$0,"$17,500,000",0.124
3435,Drew Brees,2013,QB,NO,"$9,750,000","$7,400,000","$17,400,000",0.138
3436,Jared Allen,2013,DE,MIN,"$14,280,612","$2,583,344","$17,063,956",0.13
3437,Darrelle Revis,2013,CB,TB,"$13,000,000",$0,"$16,000,000",0.118
3438,Tamba Hali,2013,OLB,KC,"$12,250,000","$2,964,706","$15,464,706",0.112
3439,Cortland Finnegan,2013,CB,LAR/STL,"$9,000,000","$1,000,000","$15,000,000",0.122
3440,Julius Peppers,2013,DE,CHI,"$9,900,000","$1,083,333","$14,383,333",0.111
3441,Adrian Peterson,2013,RB,MIN,"$11,250,000","$2,400,000","$13,900,000",0.106
3442,Tom Brady,2013,QB,NE,"$1,000,000","$9,200,000","$13,800,000",0.106
3443,Philip Rivers,2013,QB,LAC/SD,"$7,000,000","$3,910,000","$13,776,666",0.111
3444,Ben Roethlisberger,2013,QB,PIT,"$2,600,000","$4,200,000","$13,595,000",0.108
3445,Terrell Suggs,2013,OLB,BAL,"$6,400,000","$2,020,000","$13,020,000",0.105
3446,David Harris,2013,ILB,NYJ,"$10,900,000","$2,000,000","$13,000,000",0.102
3447,Mark Sanchez,2013,QB,NYJ,"$8,250,000","$1,600,000","$12,853,125",0.101
3448,James Laurinaitis,2013,ILB,LAR/STL,"$1,000,000","$400,000","$12,650,000",0.103
3449,Ryan Clady,2013,LT,DEN,"$1,500,000","$600,000","$12,600,000",0.089
3450,Sam Bradford,2013,QB,LAR/STL,"$9,000,000","$3,595,000","$12,595,000",0.102
3451,Mario Williams,2013,DE,BUF,"$6,500,000","$3,800,000","$12,400,000",0.093
3452,Michael Vick,2013,QB,PHI,"$3,500,000","$7,700,000","$12,200,000",0.083
3453,Chris Johnson,2013,RB,TEN,"$10,000,000","$2,000,000","$12,000,000",0.088
3454,Tony Romo,2013,QB,DAL,"$1,500,000","$5,000,000","$11,818,833",0.098
3455,Andre Johnson,2013,WR,HOU,"$5,000,000","$469,583","$11,811,251",0.094
3456,Aaron Rodgers,2013,QB,GB,"$4,500,000","$6,650,000","$11,650,000",0.088
3457,Haloti Ngata,2013,DT,BAL,"$4,000,000","$5,000,000","$11,500,000",0.093
3458,Joe Thomas,2013,LT,CLE,"$10,000,000","$1,200,000","$11,400,000",0.083
3459,Johnathan Joseph,2013,CB,HOU,"$7,500,000","$2,500,000","$11,250,000",0.089
3460,Michael Johnson,2013,DE,CIN,"$11,175,000",$0,"$11,175,000",0.083
3461,Jason Peters,2013,LT,PHI,"$10,400,000","$292,000","$11,084,000",0.075
3462,Zach Miller,2013,TE,SEA,"$6,800,000","$1,000,000","$11,000,000",0.08
3463,Gerald McCoy,2013,DT,TB,"$8,021,250","$600,000","$10,916,250",0.081
3464,Robert Mathis,2013,OLB,IND,"$4,000,000","$3,750,000","$10,750,000",0.086
3465,Matt Schaub,2013,QB,HOU,"$7,250,000","$3,500,000","$10,750,000",0.085
3466,Champ Bailey,2013,CB,DEN,"$9,500,000",$0,"$10,750,000",0.076
3467,Anthony Spencer,2013,OLB,DAL,"$10,627,200",$0,"$10,627,200",0.088
3468,Vince Wilfork,2013,DT,NE,"$6,500,000","$3,600,000","$10,600,000",0.081
3469,Ndamukong Suh,2013,DT,DET,"$630,000",$0,"$10,492,500",0.086
3470,Jay Cutler,2013,QB,CHI,"$8,470,000","$1,400,000","$10,370,000",0.08
3471,Larry Fitzgerald,2013,WR,ARI,"$5,000,000","$2,000,000","$10,250,000",0.08
3472,Eric Berry,2013,FS,KC,"$7,009,000",$0,"$10,211,700",0.074
3473,Troy Polamalu,2013,S,PIT,"$7,500,000","$2,637,500","$10,137,500",0.081
3474,Logan Mankins,2013,G,NE,"$5,750,000","$4,000,000","$10,000,000",0.077
3475,Branden Albert,2013,LT,KC,"$9,828,000",$0,"$9,828,000",0.071
3476,Alex Smith,2013,QB,KC,"$7,500,000",$0,"$9,750,000",0.071
3477,Sidney Rice,2013,WR,SEA,"$8,500,000","$1,200,000","$9,700,000",0.07
3478,Darren McFadden,2013,RB,LV/OAK,"$5,856,250",$0,"$9,685,084",0.076
3479,Matt Ryan,2013,QB,ATL,"$2,000,000","$7,600,000","$9,600,000",0.078
3480,Russell Okung,2013,LT,SEA,"$7,060,000","$280,000","$9,540,000",0.069
3481,Brandon Marshall,2013,WR,CHI,"$9,100,000",$0,"$9,300,000",0.072
3482,Antrel Rolle,2013,SS,NYG,"$7,000,000","$1,000,000","$9,250,000",0.074
3483,LaMarr Woodley,2013,OLB,PIT,"$3,600,000","$2,600,000","$9,190,000",0.073
3484,Antonio Smith,2013,DE,HOU,"$5,647,059","$2,500,000","$9,147,059",0.073
3485,Roddy White,2013,WR,ATL,"$5,600,000","$1,200,000","$9,125,000",0.074
3486,Nick Mangold,2013,C,NYJ,"$2,510,000","$3,007,100","$9,117,100",0.071
3487,Joe Haden,2013,CB,CLE,"$6,936,429","$1,843,138","$9,086,129",0.066
3488,DeSean Jackson,2013,WR,PHI,"$6,750,000","$2,000,000","$9,000,000",0.061
3489,Calvin Johnson,2013,WR,DET,"$715,000","$3,200,000","$8,773,000",0.072
3490,Calais Campbell,2013,DE,ARI,"$3,000,000","$3,000,000","$8,750,000",0.069
3491,Jermichael Finley,2013,TE,GB,"$4,450,000","$500,000","$8,750,000",0.066
3492,Santonio Holmes,2013,WR,NYJ,"$7,500,000","$1,250,000","$8,750,000",0.069
3493,Charles Johnson,2013,DE,CAR,"$1,070,000","$6,000,000","$8,740,000",0.069
3494,Vernon Davis,2013,TE,SF,"$6,072,000","$1,666,666","$8,739,916",0.069
3495,Dashon Goldson,2013,FS,TB,"$4,235,295",$0,"$8,735,295",0.065
3496,Chad Greenway,2013,OLB,MIN,"$6,900,000","$1,700,000","$8,700,000",0.067
3497,Eric Weddle,2013,FS,LAC/SD,"$6,000,000","$2,600,000","$8,600,000",0.069
3498,DeMarcus Ware,2013,OLB,DAL,"$840,000","$4,000,000","$8,593,750",0.071
3499,Chris Long,2013,DE,LAR/STL,"$7,050,000",$0,"$8,550,000",0.069
3500,Will Smith,2013,OLB,NO,"$3,000,000","$2,000,000","$8,541,666",0.068
3501,Chris Snee,2013,G,NYG,"$1,700,000","$2,250,000","$8,500,000",0.068
3502,Paul Posluszny,2013,OLB,JAX,"$6,450,000","$2,000,000","$8,500,000",0.058
3503,Tramon Williams,2013,CB,GB,"$5,900,000","$2,000,000","$8,500,000",0.064
3504,Marshawn Lynch,2013,RB,SEA,"$7,000,000","$1,500,000","$8,500,000",0.062
3505,Randy Starks,2013,DE,MIA,"$8,450,000",$0,"$8,450,000",0.065
3506,Henry Melton,2013,DT,CHI,"$8,450,000",$0,"$8,450,000",0.065
3507,Gosder Cherilus,2013,RT,IND,"$5,500,000","$2,000,000","$8,400,000",0.067
3508,Leon Hall,2013,CB,CIN,"$6,500,000","$1,800,000","$8,400,000",0.062
3509,Mike Williams,2013,WR,TB,"$7,200,000","$134,562","$8,334,562",0.062
3510,Arian Foster,2013,RB,HOU,"$5,250,000","$2,500,000","$8,250,000",0.065
3511,Paul Kruger,2013,OLB,CLE,"$715,000","$1,200,000","$8,200,000",0.059
3512,Chris Clemons,2013,DE,SEA,"$6,000,000","$2,166,667","$8,166,667",0.059
3513,Reggie Wayne,2013,WR,IND,"$5,000,000","$2,166,666","$8,166,666",0.065
3514,Pierre Garcon,2013,WR,WAS,"$5,600,000","$2,200,000","$8,106,250",0.073
3515,Desmond Bryant,2013,DE,CLE,"$2,000,000","$1,000,000","$8,000,000",0.058
3516,Charles Tillman,2013,CB,CHI,"$7,950,000",$0,"$8,000,000",0.062
3517,Darnell Dockett,2013,DE,ARI,"$4,450,000",$0,"$7,700,000",0.06
3518,Justin Blalock,2013,G,ATL,"$4,500,000","$2,200,000","$7,660,000",0.062
3519,Red Bryant,2013,DE,SEA,"$6,600,000","$1,000,000","$7,600,000",0.055
3520,Ahtyba Rubin,2013,DT,CLE,"$6,000,000","$1,375,000","$7,575,000",0.055
3521,Michael Roos,2013,LT,TEN,"$6,000,000","$1,500,000","$7,500,000",0.055
3522,Marshal Yanda,2013,G,BAL,"$4,500,000","$2,000,000","$7,450,000",0.06
3523,Lance Briggs,2013,OLB,CHI,"$4,500,000","$1,666,670","$7,416,670",0.057
3524,Paul Soliai,2013,DT,MIA,"$5,700,000","$1,625,000","$7,375,000",0.057
3525,Carlos Rogers,2013,CB,SF,"$5,500,000","$1,250,000","$7,344,531",0.058
3526,Daryn Colledge,2013,G,ARI,"$3,800,000","$1,500,000","$7,275,000",0.057
3527,Matt Forte,2013,RB,CHI,"$1,700,000","$1,000,000","$7,268,750",0.056
3528,Tyson Jackson,2013,DE,KC,"$4,200,000",$0,"$7,200,000",0.052
3529,Geno Atkins,2013,DT,CIN,"$4,000,000","$3,118,114","$7,118,114",0.053
3530,David Stewart,2013,RT,TEN,"$5,000,000","$1,000,000","$7,000,000",0.051
3531,Trent Williams,2013,LT,WAS,"$5,000,000","$500,000","$6,980,393",0.063
3532,Jairus Byrd,2013,FS,BUF,"$6,916,000",$0,"$6,916,000",0.052
3533,Carlos Dunlap,2013,DE,CIN,"$1,300,000","$1,907,000","$6,907,000",0.051
3534,Antonio Gates,2013,TE,LAC/SD,"$4,500,000","$762,500","$6,862,500",0.055
3535,Thomas Davis,2013,OLB,CAR,"$1,500,000","$1,400,000","$6,816,666",0.054
3536,Maurice Jones-Drew,2013,RB,JAX,"$4,950,000","$1,800,000","$6,800,000",0.047
3537,Joe Flacco,2013,QB,BAL,"$1,000,000","$5,800,000","$6,800,000",0.055
3538,Jason McCourty,2013,CB,TEN,"$5,000,000","$1,800,000","$6,800,000",0.05
3539,Andrew Whitworth,2013,LT,CIN,"$4,550,000","$2,000,000","$6,750,000",0.05
3540,Jahri Evans,2013,G,NO,"$3,040,000","$2,000,000","$6,740,000",0.054
3541,Clay Matthews Jr.,2013,OLB,GB,"$1,020,000","$4,260,000","$6,710,000",0.051
3542,Ryan Pickett,2013,DT,GB,"$5,400,000","$500,000","$6,700,000",0.051
3543,DeMeco Ryans,2013,ILB,PHI,"$6,600,000",$0,"$6,700,000",0.046
3544,Brian Robison,2013,DE,MIN,"$3,400,000","$3,166,667","$6,666,667",0.051
3545,Brandon Flowers,2013,CB,KC,"$3,350,000","$2,000,000","$6,600,000",0.048
3546,B.J. Raji,2013,DT,GB,"$4,490,000","$480,000","$6,595,000",0.05
3547,Doug Free,2013,RT,DAL,"$3,500,000","$2,060,000","$6,520,000",0.054
3548,Antonio Cromartie,2013,CB,NYJ,"$840,000","$1,250,000","$6,520,000",0.051
3549,Scott Wells,2013,C,LAR/STL,"$5,500,000","$1,000,000","$6,500,000",0.053
3550,Heath Miller,2013,TE,PIT,"$2,162,000","$2,350,000","$6,458,500",0.052
3551,Frank Gore,2013,RB,SF,"$3,300,000",$0,"$6,450,000",0.051
3552,D'Qwell Jackson,2013,ILB,CLE,"$3,600,000","$1,400,000","$6,400,000",0.046
3553,Ryan Kalil,2013,C,CAR,"$750,000","$3,600,000","$6,400,000",0.05
3554,Donald Penn,2013,LT,TB,"$5,000,000","$333,333","$6,333,333",0.047
3555,London Fletcher,2013,ILB,WAS,"$5,500,000","$700,000","$6,200,000",0.056
3556,Justin Tuck,2013,DE,NYG,"$4,500,000","$1,500,000","$6,150,000",0.049
3557,Michael Griffin,2013,FS,TEN,"$3,500,000","$1,800,000","$6,094,118",0.045
3558,Jon Beason,2013,ILB,NYG,"$1,000,000","$4,000,000","$6,078,125",0.049
3559,Cam Newton,2013,QB,CAR,"$2,377,318","$3,629,636","$6,006,954",0.047
3560,Anquan Boldin,2013,WR,SF,"$6,000,000",$0,"$6,000,000",0.047
3561,Davin Joseph,2013,G,TB,"$6,000,000",$0,"$6,000,000",0.044
3562,Max Unger,2013,C,SEA,"$4,900,000","$1,100,000","$6,000,000",0.044
3563,Kendall Langford,2013,DE,LAR/STL,"$5,000,000","$1,000,000","$6,000,000",0.049
3564,Jerod Mayo,2013,ILB,NE,"$1,250,000","$1,200,000","$5,900,000",0.045
3565,Uche Nwaneri,2013,G,JAX,"$3,775,000","$1,094,500","$5,894,500",0.04
3566,Ike Taylor,2013,CB,PIT,"$940,000","$1,812,500","$5,882,403",0.047
3567,Lawrence Timmons,2013,ILB,PIT,"$750,000","$2,000,000","$5,816,250",0.046
3568,Kyle Williams,2013,DT,BUF,"$3,855,000","$950,000","$5,805,000",0.043
3569,Kamerion Wimbley,2013,OLB,TEN,"$4,000,000","$1,800,000","$5,800,000",0.043
3570,Michael Crabtree,2013,WR,SF,"$4,500,000","$770,443","$5,770,443",0.046
3571,Marcedes Lewis,2013,TE,JAX,"$4,200,000","$1,400,000","$5,750,000",0.039
3572,LaRon Landry,2013,S,IND,"$4,000,000","$1,750,000","$5,750,000",0.046
3573,Antoine Bethea,2013,SS,IND,"$4,550,000","$1,000,000","$5,750,000",0.046
3574,Owen Daniels,2013,TE,HOU,"$4,000,000","$750,000","$5,750,000",0.046
3575,Ray Rice,2013,RB,BAL,"$1,000,000","$3,000,000","$5,750,000",0.046
3576,Steve Smith,2013,WR,CAR,"$3,750,000","$2,000,000","$5,750,000",0.045
3577,Asante Samuel,2013,CB,ATL,"$3,200,000",$0,"$5,700,000",0.046
3578,Jeromey Clary,2013,G,LAC/SD,"$4,000,000","$1,700,000","$5,700,000",0.046
3579,Stevie Johnson,2013,WR,BUF,"$2,550,000","$1,700,000","$5,650,000",0.042
3580,Antonio Brown,2013,WR,PIT,"$650,000","$1,700,000","$5,620,000",0.045
3581,D'Brickashaw Ferguson,2013,LT,NYJ,"$840,000","$266,666","$5,588,666",0.044
3582,Brett Keisel,2013,DE,PIT,"$2,825,000","$1,675,000","$5,575,000",0.044
3583,Marcell Dareus,2013,DT,BUF,"$2,230,210","$3,335,418","$5,565,628",0.042
3584,Josh Sitton,2013,G,GB,"$3,400,000","$1,200,000","$5,550,000",0.042
3585,Chris Myers,2013,C,HOU,"$3,500,000","$2,000,000","$5,500,000",0.044
3586,Danieal Manning,2013,S,HOU,"$4,000,000","$1,500,000","$5,500,000",0.044
3587,Brent Grimes,2013,CB,MIA,"$2,725,000","$2,250,000","$5,437,500",0.042
3588,Brandon Carr,2013,CB,DAL,"$715,000","$2,000,000","$5,432,000",0.045
3589,Lardarius Webb,2013,CB,BAL,"$2,385,000","$2,000,000","$5,385,000",0.043
3590,A.J. Green,2013,WR,CIN,"$2,164,826","$3,204,655","$5,369,481",0.04
3591,Trent Cole,2013,OLB,PHI,"$3,500,000","$1,600,000","$5,350,000",0.036
3592,Corey Webster,2013,CB,NYG,"$1,250,000","$1,250,000","$5,345,000",0.043
3593,Tony Gonzalez,2013,TE,ATL,"$3,500,000","$1,750,000","$5,250,000",0.042
3594,A.J. Hawk,2013,OLB,GB,"$840,000","$1,600,000","$5,200,000",0.039
3595,Brandon Mebane,2013,DT,SEA,"$5,000,000","$200,000","$5,200,000",0.038
3596,Jonathan Babineaux,2013,DT,ATL,"$4,700,000","$500,000","$5,200,000",0.042
3597,Brian Orakpo,2013,OLB,WAS,"$2,810,000","$700,000","$5,109,000",0.046
3598,Josh Morgan,2013,WR,WAS,"$3,800,000","$1,100,000","$5,100,000",0.046
3599,Domata Peko,2013,DT,CIN,"$3,900,000","$1,000,000","$5,100,000",0.038
3600,Tim Jennings,2013,CB,CHI,"$4,250,000","$500,000","$5,100,000",0.039
3601,Nate Washington,2013,WR,TEN,"$4,200,000","$900,000","$5,100,000",0.037
3602,Eric Wood,2013,C,BUF,"$2,200,000","$2,200,000","$5,048,750",0.038
3603,Alex Mack,2013,C,CLE,"$3,732,000",$0,"$5,032,000",0.036
3604,Patrick Peterson,2013,CB,ARI,"$2,050,409","$2,975,818","$5,026,227",0.039
3605,Andrew Luck,2013,QB,IND,"$1,394,909","$3,629,636","$5,024,545",0.04
3606,Cameron Wake,2013,DE,MIA,"$3,565,000","$1,400,000","$5,015,000",0.039
3607,Greg Jennings,2013,WR,MIN,"$2,900,000","$2,000,000","$5,000,000",0.038
3608,Kevin Williams,2013,DT,MIN,"$4,900,000",$0,"$5,000,000",0.038
3609,Duane Brown,2013,LT,HOU,"$2,500,000","$2,500,000","$5,000,000",0.04
3610,Andre Smith,2013,G,CIN,"$1,900,000","$1,000,000","$5,000,000",0.037
3611,DeAngelo Williams,2013,RB,CAR,"$850,000","$3,200,000","$5,000,000",0.039
3612,Richie Incognito,2013,G,MIA,"$3,529,411","$1,083,333","$4,975,746",0.039
3613,Sebastian Janikowski,2013,K,LV/OAK,"$3,500,000","$1,110,000","$4,960,000",0.039
3614,Michael Oher,2013,RT,BAL,"$3,785,000",$0,"$4,955,000",0.04
3615,LeSean McCoy,2013,RB,PHI,"$3,000,000","$1,700,000","$4,950,000",0.034
3616,Donte Whitner,2013,SS,SF,"$3,850,000","$833,333","$4,933,333",0.039
3617,Von Miller,2013,OLB,DEN,"$1,477,964","$3,443,251","$4,921,215",0.035
3618,Percy Harvin,2013,WR,SEA,"$2,500,000","$2,400,000","$4,900,000",0.036
3619,Jacoby Jones,2013,WR,BAL,"$3,000,000","$900,000","$4,900,000",0.04
3620,Aqib Talib,2013,CB,NE,"$1,575,000","$3,000,000","$4,882,813",0.038
3621,Stephen Tulloch,2013,ILB,DET,"$3,500,000","$1,300,000","$4,800,000",0.039
3622,Michael Bennett,2013,DE,SEA,"$3,000,000","$1,500,000","$4,800,000",0.035
3623,Robert Griffin III,2013,QB,WAS,"$1,349,959","$3,449,836","$4,799,795",0.043
3624,Ryan Clark,2013,S,PIT,"$3,500,000","$750,000","$4,750,000",0.038
3625,Phillip Loadholt,2013,RT,MIN,"$2,900,000","$1,750,000","$4,750,000",0.036
3626,Breno Giacomini,2013,RT,SEA,"$3,500,000","$750,000","$4,750,000",0.035
3627,David Baas,2013,C,NYG,"$1,250,000","$1,700,000","$4,725,000",0.038
3628,Chad Henne,2013,QB,JAX,"$2,625,000","$1,500,000","$4,650,000",0.032
3629,Ricky Jean Francois,2013,DT,IND,"$1,000,000","$625,000","$4,625,000",0.037
3630,Andy Levitre,2013,G,TEN,"$2,500,000","$2,100,000","$4,600,000",0.034
3631,Lance Moore,2013,WR,NO,"$2,600,000","$600,000","$4,568,750",0.036
3632,Jeremy Maclin,2013,WR,PHI,"$3,203,000",$0,"$4,553,000",0.031
3633,Brent Celek,2013,TE,PHI,"$3,256,000","$1,200,000","$4,531,000",0.031
3634,Marques Colston,2013,WR,NO,"$1,700,000","$2,000,000","$4,500,000",0.036
3635,Jarret Johnson,2013,OLB,LAC/SD,"$3,000,000","$1,500,000","$4,500,000",0.036
3636,Eddie Royal,2013,WR,LAC/SD,"$3,000,000","$1,500,000","$4,500,000",0.036
3637,Matt Kalil,2013,LT,MIN,"$1,288,663","$3,204,655","$4,493,318",0.034
3638,Julio Jones,2013,WR,ATL,"$1,846,250","$2,567,500","$4,413,750",0.036
3639,Cory Redding,2013,DE,IND,"$3,500,000","$891,667","$4,391,667",0.035
3640,Jeremy Zuttah,2013,C,TB,"$3,875,000",$0,"$4,375,000",0.032
3641,Jason Witten,2013,TE,DAL,"$940,000","$2,500,000","$4,352,000",0.036
3642,Nick Hardwick,2013,C,LAC/SD,"$2,600,000","$1,750,000","$4,350,000",0.035
3643,Greg Toler,2013,CB,IND,"$4,000,000","$333,333","$4,333,333",0.035
3644,Jamaal Charles,2013,RB,KC,"$1,750,000",$0,"$4,333,333",0.031
3645,Jason Babin,2013,DE,JAX,"$4,225,000",$0,"$4,325,000",0.03
3646,Rob Ninkovich,2013,OLB,NE,"$1,400,000","$1,916,668","$4,316,668",0.033
3647,Chris Chester,2013,G,WAS,"$3,000,000","$800,000","$4,300,000",0.039
3648,Ben Grubbs,2013,G,NO,"$1,200,000","$2,000,000","$4,300,000",0.034
3649,John Sullivan,2013,C,MIN,"$3,150,000","$1,000,000","$4,250,000",0.033
3650,Dustin Keller,2013,TE,MIA,"$3,250,000","$1,000,000","$4,250,000",0.033
3651,Jake Long,2013,LT,LAR/STL,"$3,000,000","$1,250,000","$4,250,000",0.035
3652,Anthony Davis,2013,RT,SF,"$880,000","$1,666,666","$4,246,666",0.034
3653,Brian Cushing,2013,ILB,HOU,"$1,143,000","$1,597,500","$4,240,500",0.034
3654,Todd Herremans,2013,G,PHI,"$3,000,000","$1,200,000","$4,200,000",0.029
3655,Wes Welker,2013,WR,DEN,"$2,000,000","$2,000,000","$4,150,000",0.03
3656,Mathias Kiwanuka,2013,DE,NYG,"$1,450,000","$2,125,000","$4,125,000",0.033
3657,Reggie Nelson,2013,FS,CIN,"$2,450,000","$625,000","$4,125,000",0.031
3658,Andy Lee,2013,P,SF,"$1,800,000","$500,000","$4,075,000",0.032
3659,Eric Fisher,2013,LT,KC,"$405,000","$3,629,636","$4,034,636",0.029
3660,Malcolm Jenkins,2013,FS,NO,"$2,264,000","$50,000","$4,032,000",0.032
3661,Nate Burleson,2013,WR,DET,"$2,000,000","$700,000","$4,031,645",0.033
3662,Santana Moss,2013,WR,WAS,"$2,000,000","$1,666,668","$4,016,668",0.036
3663,James Casey,2013,FB,PHI,"$715,000",$0,"$4,015,000",0.027
3664,Carson Palmer,2013,QB,ARI,"$2,000,000","$2,000,000","$4,000,000",0.031
3665,Dwayne Bowe,2013,WR,KC,"$750,000","$3,000,000","$4,000,000",0.029
3666,Evan Mathis,2013,G,PHI,"$2,000,000","$1,000,000","$4,000,000",0.027
3667,Jared Cook,2013,TE,LAR/STL,"$3,000,000","$1,000,000","$4,000,000",0.032
3668,Jordy Nelson,2013,WR,GB,"$2,700,000","$875,000","$3,975,000",0.03
3669,Justin Smith,2013,DE,SF,"$940,000","$2,186,666","$3,926,666",0.031
3670,Aldon Smith,2013,OLB,SF,"$1,682,636","$2,240,273","$3,922,909",0.031
3671,William Moore,2013,SS,ATL,"$2,250,000","$1,650,000","$3,900,000",0.032
3672,Kam Chancellor,2013,SS,SEA,"$2,825,000","$1,053,402","$3,878,402",0.028
3673,Tyvon Branch,2013,SS,LV/OAK,"$715,000","$1,400,000","$3,872,000",0.03
3674,Samson Satele,2013,C,IND,"$2,700,000","$1,066,667","$3,866,667",0.031
3675,Luke Joeckel,2013,G,JAX,"$405,000","$3,449,836","$3,854,836",0.026
3676,Charlie Johnson,2013,G,MIN,"$2,450,000","$600,000","$3,850,000",0.029
3677,Jonathan Vilma,2013,ILB,NO,"$1,000,000","$500,000","$3,832,500",0.031
3678,Mike Scifres,2013,P,LAC/SD,"$3,000,000","$185,000","$3,785,000",0.031
3679,Alan Branch,2013,DT,BUF,"$1,500,000","$1,450,000","$3,775,000",0.028
3680,Darren Sproles,2013,RB,NO,"$2,900,000","$750,000","$3,750,000",0.03
3681,Wade Smith,2013,G,HOU,"$3,000,000","$750,000","$3,750,000",0.03
3682,James Jones,2013,WR,GB,"$2,950,000","$500,000","$3,750,000",0.028
3683,Cliff Avril,2013,DE,SEA,"$1,500,000","$2,250,000","$3,750,000",0.027
3684,Osi Umenyiora,2013,OLB,ATL,"$1,750,000","$1,250,000","$3,750,000",0.03
3685,Dion Jordan,2013,DE,MIA,"$405,000","$3,335,420","$3,740,420",0.029
3686,C.J. Spiller,2013,RB,BUF,"$1,300,834","$333,333","$3,718,750",0.028
3687,Hakeem Nicks,2013,WR,NYG,"$2,725,000","$500,000","$3,705,000",0.03
3688,Matt Cassel,2013,QB,MIN,"$1,650,000",$0,"$3,700,000",0.028
3689,Fred Jackson,2013,RB,BUF,"$2,150,000","$1,000,000","$3,700,000",0.028
3690,Charles Godfrey,2013,SS,CAR,"$1,600,000","$1,000,000","$3,700,000",0.029
3691,Morris Claiborne,2013,CB,DAL,"$1,129,296","$2,567,182","$3,696,478",0.031
3692,Lyle Sendlein,2013,C,ARI,"$2,400,000","$700,000","$3,675,000",0.029
3693,Barry Cofield,2013,DT,WAS,"$840,000","$1,800,000","$3,667,500",0.033
3694,Joel Dreessen,2013,TE,DEN,"$2,500,000","$666,666","$3,666,666",0.026
3695,Roman Harper,2013,SS,NO,"$840,000","$2,720,000","$3,660,000",0.029
3696,Tyson Alualu,2013,DE,JAX,"$1,922,500","$295,000","$3,615,000",0.025
3697,Lane Johnson,2013,RT,PHI,"$405,000","$3,204,655","$3,609,655",0.025
3698,Miles Austin,2013,WR,DAL,"$840,000",$0,"$3,589,400",0.03
3699,Danny Amendola,2013,WR,NE,"$2,000,000","$1,200,000","$3,575,000",0.027
3700,Dwight Freeney,2013,OLB,LAC/SD,"$1,500,000","$1,625,000","$3,562,500",0.029
3701,William Beatty,2013,LT,NYG,"$1,000,000","$2,500,000","$3,550,000",0.029
3702,Robbie Gould,2013,K,CHI,"$2,425,000","$600,000","$3,525,000",0.027
